iter,tvec,S,E,I1,I2,I3,D,R
0,2.334306001663208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.4176740646362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.501042127609253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.5844101905822754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.667778253555298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.7511463165283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.8345143795013428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2.9178824424743652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.0012505054473877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.08461856842041,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.1679863929748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.251354694366455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.3347227573394775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.4180908203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.5014588832855225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.584827184677124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.6681950092315674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.751563310623169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.8349311351776123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3.918299436569214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.001667499542236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.08503532409668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.168403625488281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.251771450042725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.335139751434326,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.4185075759887695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.501875877380371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.5852437019348145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.668612003326416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.751979827880859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.835348129272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,4.918715953826904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.002084255218506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.085452079772949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.168820381164551,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.252188682556152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.335556507110596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.418924808502197,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.502292633056641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.585660934448242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.6690287590026855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.752397060394287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.8357648849487305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.919133186340332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.002501010894775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.085869312286377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.16923713684082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.252605438232422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.335972785949707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.419341087341309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.50270938873291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.586077690124512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.669445514678955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.752813816070557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.836181640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,6.919549942016602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.002917766571045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.0862860679626465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.169654369354248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.253021717071533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.336390018463135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.419758319854736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.503126621246338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.586493968963623,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.669862270355225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.753230571746826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.836598873138428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,7.919966220855713,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.003334999084473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.086703300476074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.17007064819336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.253438949584961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.336807250976562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.420175552368164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.50354290008545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.58691120147705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.670279502868652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.753647804260254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.837015151977539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,8.92038345336914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.003751754760742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.087120056152344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.170487403869629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.25385570526123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.337224006652832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.420591354370117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.503959655761719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.58732795715332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.670696258544922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.754063606262207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.837431907653809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,9.92080020904541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.004168510437012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.087535858154297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.170904159545898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.2542724609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.337640762329102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.421009063720703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.504377365112305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.58774471282959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.671113014221191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.754481315612793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.837849617004395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,10.921217918395996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.004585266113281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.087953567504883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.171321868896484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.25468921661377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.338057518005371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.421425819396973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.504794120788574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.58816146850586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.671529769897461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.754898071289062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.838266372680664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,11.92163372039795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.00500202178955,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.088370323181152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.171738624572754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.255105972290039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.33847427368164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.421842575073242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.505210876464844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.588578224182129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.671945571899414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.755314826965332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.838682174682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,12.922051429748535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.00541877746582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.088787078857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.172155380249023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.255522727966309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.33889102935791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.422259330749512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.505627632141113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.588994979858398,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.67236328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.755731582641602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.839099884033203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,13.922468185424805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.00583553314209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.089204788208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.172572135925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.255939483642578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.339308738708496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.422676086425781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.506043434143066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.589412689208984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.67278003692627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.756149291992188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.839516639709473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,14.922883987426758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.006253242492676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.089620590209961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.172987937927246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.256357192993164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.33972454071045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.423091888427734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.506461143493652,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.589828491210938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.673197746276855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.75656509399414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.839932441711426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,15.923301696777344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.006669998168945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.090036392211914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.17340660095215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.256772994995117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.34014129638672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.42350959777832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.506877899169922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.590246200561523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.673614501953125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.756980895996094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.840351104736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,16.923717498779297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0070858001709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.0904541015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.1738224029541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.257190704345703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.340559005737305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.423925399780273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.507295608520508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.590662002563477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.674030303955078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.75739860534668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.84076690673828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,17.924135208129883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.007503509521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.090871810913086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.174240112304688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.25760841369629,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.340974807739258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.42434310913086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.50771141052246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.591079711914062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.674448013305664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.757816314697266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.841182708740234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,18.92455291748047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.007919311523438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.091289520263672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.17465591430664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.258024215698242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.341392517089844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.424760818481445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.508127212524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.59149742126465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.674863815307617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.75823211669922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.84160041809082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,19.924968719482422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.008337020874023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.091705322265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.175071716308594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.258441925048828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.341808319091797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.4251766204834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.508544921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.5919132232666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.675281524658203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.758649826049805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.842018127441406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20.925386428833008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.00875473022461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.092121124267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.17548942565918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.25885772705078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.342226028442383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.425594329833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.508962631225586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.592329025268555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.67569923400879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.759065628051758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.842435836791992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,21.92580223083496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.009170532226562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.092538833618164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.175907135009766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.259273529052734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.34264373779297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.426010131835938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.50937843322754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.59274673461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.676115036010742,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.759483337402344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.842851638793945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,22.926218032836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.00958824157715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.092954635620117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.17632293701172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.25969123840332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.343059539794922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.426427841186523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.509796142578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.593162536621094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.676532745361328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.759899139404297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.8432674407959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,23.9266357421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.0100040435791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.093372344970703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.176740646362305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.260108947753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.343477249145508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.42684555053711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.510211944580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.593582153320312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.67694854736328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.760316848754883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.843685150146484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.927053451538086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.010421752929688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.093788146972656,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.177156448364258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.260526657104492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.343891143798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.427261352539062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.510629653930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.593996047973633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.677364349365234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.76073455810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.84410285949707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,25.92746925354004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.01083755493164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.094207763671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.177574157714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.260942459106445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.344310760498047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.427677154541016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.511045455932617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.59441566467285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.67778205871582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.761150360107422,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.844518661499023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,26.927885055541992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.011255264282227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.094623565673828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.177989959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.2613582611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.3447265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.42809295654297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.511463165283203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.594831466674805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.678199768066406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.761566162109375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.84493637084961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,27.92830467224121,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.01167106628418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.09503936767578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.178409576416016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.26177406311035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.345144271850586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.428512573242188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.511878967285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.595247268676758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.678617477416992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.761981964111328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.845352172851562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,28.928720474243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.012086868286133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.095455169677734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.17882537841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.26219367980957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.34556007385254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.42892837524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.512298583984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.595664978027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.679033279418945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.762401580810547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.845767974853516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,29.92913818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.01250648498535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.09587287902832,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.179241180419922,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.262609481811523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.345975875854492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,30.429346084594727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
